genes,logFC,logCPM,PValue
BORCS5,-0.0781680568770558,10.2533095757973,0.043837077610336
APOLD1,0.114698882541051,10.8856324050687,0.159031208956996
EMP1,-0.0998818408528852,11.7935327117733,4.42923309467493E-05
MGP,0.738793099655561,12.0344440455003,5.37895333956101E-100
RERG,0.0222889876631218,10.2146126431078,0.167491479514766
EPS8,-0.0631749935464925,10.2433863042619,0.20549301114498
RERGL,0.0546861912687592,10.2294616355266,0.0708414499303561
PIK3C2G,-0.0229388425369052,10.4907930105433,0.755162675597043
SOX5,0.18421529510853,10.2302205063331,1.66006767470309E-08
PPFIBP1,-0.472612537002531,12.0560723918155,3.68191882331321E-112
TMTC1,-0.424956539974506,10.780280656313,7.36962190979485E-31
ETFBKMT,-0.0627088879628205,10.2283354755583,0.0305729548877204
BICD1,-0.0446080378051891,10.4617268513184,0.144582009125383
SLC38A2,-0.577303302836961,11.5882364545253,2.73349012354515E-121
TEX49,0.00947737747713585,10.2121969962636,0.0799836963607452
TUBA1B,0.098311138992842,11.2326396575317,2.22553854291717E-05
TUBA1A,-0.654436273210763,11.4693746502719,2.75071729113434E-144
NR4A1,0.106426890898987,10.6393110979386,0.000331964334664471
KRT7,0.372400713247145,10.2454955256164,7.41376593891656E-24
KRT18,0.711011704264726,10.6325673172875,3.35988201044951E-110
IGFBP6,0.105672003712392,10.2282538889378,0.000272344775609724
RPS26,0.895209041179662,12.3269706556904,0
RPL41,0.136280454370513,14.4316959777199,5.11019308393981E-52
MYL6,0.360341149658301,12.2384935901747,4.33277403658315E-170
NDUFA4L2,0.0449808396695673,10.2151668594872,0.0136358137237603
SLC16A7,-0.0490371711389175,10.368278546547,0.933086445205192
NAV3,-0.458075812783746,10.2807835835404,4.02448333771007E-20
SYT1,-0.486677528837969,10.5524441465851,5.3684239121913E-22
NTS,0.873847481926623,11.3908973747702,4.23092295703908E-90
MGAT4C,-1.09522914705274,10.309529611768,1.90638818280706E-123
DUSP6,-0.458395812103589,10.6801953755941,1.02701626838425E-35
LUM,0.0350019325888667,10.2232680334375,0.349597392605967
DCN,0.300603152735868,10.2437771110346,3.74085843140731E-12
NTN4,-0.0872105196314412,10.3393673708339,0.338750885838502
CDK17,-0.329625335674192,10.7242132591008,1.91715859241192E-17
ANKS1B,-0.139900485889372,10.2495283261614,0.00203969470680285
IGF1,-0.004109041168946,10.8661079356411,0.368176922198355
STAB2,-0.604066751036135,10.4482137078397,1.92735932026057E-47
HSP90B1,-0.377493198796938,11.2343591221051,9.85676533724101E-39
CRY1,-0.296425235983422,10.6179008606362,2.12191749175207E-08
SSH1,-0.254955600271713,10.9518542462586,3.99458215607892E-13
RPL6,0.0642659188289891,13.0765338490963,4.22738437399275E-13
UBC,0.127500257435181,11.8884618462434,1.95644204943971E-18
RPL21,0.0211051411953693,12.9942269966583,0.0483879219919196
FLT1,-0.0176992237542827,10.2327782237362,0.793076648236768
ALOX5AP,4.3630345389753E-05,10.2116029521451,1
HSPH1,0.0258931519557827,10.7196224745353,0.00505006537868734
POSTN,0.22155303639425,10.2226234493459,4.04549794953898E-14
LHFPL6,0.0313819580329592,10.9852297897545,0.0546065971895842
FOXO1,-0.336195747331614,10.9183487448466,1.29501256830709E-20
RGCC,0.0306335951094302,10.2321182019198,0.433436376587061
ENOX1,-0.175236372288615,10.2798943463799,0.00335455927091909
TPT1,0.256094283703644,13.617948665747,2.37623846515503E-145
ITM2B,0.0411135698373466,12.2392919365048,0.132046098993256
CAB39L,-0.0817341808510201,10.253281274301,0.0964099975632655
INTS6,-0.306704276564614,10.7869685841742,1.52700842085721E-12
DACH1,0.10630981989711,10.2189413608916,2.41317089601409E-05
ABCC4,-0.0379514591895951,10.2200378045307,0.179110115029795
HS6ST3,-0.326632103387949,10.2587017305309,1.4312326514697E-06
GPR183,-0.00645696424948413,10.2125739730811,0.633216180055248
PCCA,-0.218856087186629,10.6776346474403,0.000167047263716266
ITGBL1,-0.213151927285202,10.3067390995079,0.000276021507152459
NALF1,-0.69918852747977,10.5590747560807,2.64553307828185E-43
RNASE1,0.477810048177892,10.2548995646259,1.34953041570719E-34
NPAS3,-0.327743555249806,10.469316810163,6.25127798208597E-10
BAZ1A,-0.122248587492265,10.7980271894325,0.105246558179211
NFKBIA,0.0812317213404646,12.1452123634306,2.38015286847365E-05
LRFN5,0.00658130772440973,10.2122767729678,0.618875285287798
RPS29,0.0340763605702139,13.1299609966964,0.00539890294326366
SAMD4A,0.22785361254067,11.2057143051221,1.61206626442035E-15
PELI2,-0.16488973586106,10.6487531664621,0.0044703858141137
RHOJ,-0.412584343374794,11.5152048939626,1.71948870178656E-48
ZFP36L1,-0.530397308714245,11.0930666531869,1.47029587498048E-78
SIPA1L1,-0.0802082836730888,10.3861404521081,0.57255585527071
RGS6,0.159130140397707,10.218451283771,1.43991657513601E-11
FOS,-0.120227838549235,12.4836747032761,0.000120647006206684
NRXN3,-0.31511796825092,10.3106109635748,1.43343592987691E-07
FLRT2,-0.143152465753852,10.6204552888945,0.00218131339425753
CALM1,-0.131406378271444,11.9965792959308,7.26383175536185E-10
CATSPERB,-0.231334414462353,10.4589989195096,3.43983150693523E-05
BTBD7,-0.284621472446871,10.7103113870644,8.41176127194973E-11
IFI27,0.129579381286606,10.2735422246447,0.0043217324286761
HSP90AA1,0.145598687634464,12.0441387475519,2.60361216410103E-19
CRIP1,0.145099856475216,11.6441836261034,1.05530652233309E-05
THBS1,-0.188816713154413,10.2454376704114,1.91733460817923E-07
B2M,-0.0883068058234551,14.1883540133036,8.43601443015847E-16
TRIM69,-0.281178775676753,10.3089660062961,8.66160002543666E-09
SCG3,-0.144699727061536,10.4149537927151,0.0658810522049642
MYO1E,-0.0186940908056739,10.4999172083668,0.35510029001836
RORA,-0.252950199195729,10.9163153906495,8.60212715218655E-10
C2CD4B,0.118935568548639,10.7561693837382,9.07965705157251E-06
DENND4A,-0.330703185316344,11.0204095358421,2.23351972559298E-19
RPLP1,0.320053357598439,13.552470586988,2.62118004430215E-226
THSD4,-0.211492783052311,10.5584899869298,1.43664411848544E-07
NEO1,-0.301024580976488,10.4219159950549,5.41444152625349E-05
SCAMP5,-0.249735511685507,10.2395212654668,1.89126686511591E-11
PEAK1,-0.26253820353068,11.0124206921748,9.47724551760177E-11
AKAP13,-0.376547532089669,10.80913614605,2.79000328517387E-25
AEN,0.0548682260247224,10.2235106092576,0.00443335514352406
HBA2,-0.22638867345914,10.2353916673465,5.07875501281233E-05
HBA1,-0.165347394910603,10.2206894080382,7.48270459652897E-09
RPS2,0.0954503108869747,12.7765691529809,4.44228005966913E-16
IL32,1.31951718770718,10.6765944053371,8.89318162514244e-323
ENSG00000188897,0.0519934237014465,10.2180109013072,0.0571086450162748
MYH11,-0.0367237109459427,10.2214120110183,0.100082543979587
RPS15A,0.17388140065157,13.4201201213817,4.97480051574491E-67
HS3ST2,-0.319591823667052,10.6235335713906,3.9319693679644E-12
TNRC6A,-0.118344013569666,10.6249734803865,0.0262437574264788
MT2A,1.65722322964091,12.5274595661224,0
MT1E,2.08288517608036,10.8738854433763,0
MT1M,1.72431886289299,10.4260473756479,6.56607651406455E-230
MT1A,0.931636254400025,10.3322748005805,3.1533122034548E-54
MT1X,1.8552480144799,10.85540580186,0
RRAD,-0.0332847170007021,10.2526345375227,0.416572594460943
TPPP3,-0.137724154365724,10.3785405470067,0.000788396467503439
NFAT5,-0.416724164704529,11.2198041835624,7.30413096575553E-37
ZNRF1,-0.168402308000713,10.3855603935198,0.00384125069354679
WWOX,-0.24851976304406,10.5470271819065,3.09297827670669E-08
MAF,-0.378561410346771,11.4385991930545,1.9426002007122E-50
PLCG2,-0.370586964933833,11.9240477785829,1.07580491149737E-37
CDH13,-0.458465796075009,11.1612765755046,9.99383657101385E-47
CRISPLD2,0.0529344423944532,10.2188442776936,0.04610998162228
PIEZO1,-0.0940528354900718,10.4800742177142,0.0116380280243271
RPL13,0.185330235674745,13.5184615710787,4.16081526671513E-78
NXN,-0.0933402358371519,10.9204878794817,0.000216854429054152
SERPINF1,0.0128139848695851,10.2164267750055,0.448337579077708
SLC16A13,-0.0926962297632545,10.2204002691941,5.6886375361146E-05
CTC1,-0.279390120275668,10.2521324261833,1.51420322651096E-13
RPL26,0.0225400564125907,13.3686982182642,0.0452668088454257
PIK3R5,-0.00445240754527335,10.2119024742012,0.585328929270648
MFAP4,1.49890317602465,10.6498081906495,0
CCL2,0.420259618122277,11.8594021005195,1.41571931934362E-20
CCL5,-0.255496809680509,10.2478094443333,4.58657764816987E-10
RPL23,-0.0327189987007231,12.3179267406473,0.289883430762612
RPL19,0.237941145175288,13.1391542907666,1.07263657263563E-126
CSF3,0.365363763602557,10.2673427336493,1.19201903648264E-11
GJD3,-0.0106784716465698,10.2504849487068,0.9727777207159
EIF1,-0.0495854654267838,12.6153940063328,0.014028303007173
RAMP2,0.406916404731813,11.7643515251133,7.56493438477452E-117
SPAG9,-0.0635789976096132,11.1916673964743,0.854458175473669
TEX14,-0.25559115187398,10.3034586611404,1.72519370771069E-08
TANC2,-0.173422366396935,10.7980218285092,5.53936531180991E-05
PITPNC1,-0.0201031792865767,10.464684630745,0.377388888150637
KCNJ2,-0.0733517398736771,10.2289893956458,0.0478858876921779
H3-3B,-0.156840363102369,12.3753077446297,7.49616414501704E-24
SOCS3,0.140391631998826,10.8957114379441,2.66018413305476E-07
ACTG1,0.368328407140863,11.5220654003867,3.94618939951798E-98
TYMS,0.0819382597735234,10.2332530778777,0.00788431769436975
PTPRM,-0.115978450424858,10.845685509968,0.0273065187705762
PIEZO2,-0.944028498265652,10.6387619597373,2.19517769224482E-130
LDLRAD4,-0.462384472342826,10.5955780948821,1.24257848381098E-31
MAPRE2,-0.645330484882995,10.4944083689481,2.44436226962179E-48
TCF4,-0.311695870499065,11.4408306229927,1.53930187418631E-28
GRP,0.0322605398417691,10.2220372986321,0.321142683155342
CFD,0.388292905599524,10.2637115064848,5.13894030297161E-27
RPS15,0.148507715390004,13.0031532025901,3.77413467470234E-46
GADD45B,-0.0308711244538615,12.24231423324,0.5849854106479
LRG1,0.432966226819335,10.2975445005622,8.65959922637954E-23
RPL36,-0.0422613845943773,13.269814737576,1.06597765150166E-10
C3,0.0210804107810087,10.2227260918278,0.491611548179652
RPS28,0.148793944279984,14.0241867666605,3.34762208040922E-55
ICAM1,0.176539766968104,10.6443814873579,6.92410174219884E-07
JUNB,0.138510281838039,12.3750763989724,5.57257648522507E-12
THSD8,-0.114635017864857,10.2238119377353,1.79571383338319E-05
IER2,0.0470515206502104,11.1463499892731,0.0142502465037037
ZSWIM4,-0.255581033087715,10.3279516042563,1.41426020988389E-05
DNAJB1,0.437972656005764,11.1094906738972,5.77734331346603E-57
NOTCH3,0.0430250988039226,10.2137454538626,0.00241796423309825
KLF2,0.4244391517782,11.5325230566931,8.25124786151E-57
PLVAP,0.0257660578545277,10.2176168350493,0.10906025189162
BST2,0.0260301839639067,10.2284671971104,0.276221595522832
SLC27A1,-0.162232541677701,10.247843769055,1.29131275015638E-05
RPL18A,0.187428730338587,12.8937317311123,2.88908142955621E-70
JUND,-0.125925413926078,12.0252534456858,1.70964918442816E-09
GDF15,-0.243529847318937,10.2732826124802,5.66107193570321E-07
ZNF93,-0.0423278965888296,10.2284350174037,0.273574868732216
ZNF708,-0.196712610096473,10.2998955628101,7.03495591778652E-06
FXYD1,0.0415638696790959,10.2170104330285,0.025621881078057
HAMP,-0.0378959206536276,10.2154200887974,0.014535076220383
TYROBP,-0.0133110697406078,10.2120236117239,0.307332090262573
ZFP36,0.368807183304186,12.2231659491356,5.751113431208E-51
SERTAD1,-0.392121063045268,11.060798767009,4.53034307732695E-46
RPS19,0.229935154833352,12.9328782799692,2.08912995819363E-100
APOE,0.0517137881727293,10.2271338407801,0.0417777734534028
FOSB,-0.624080926275058,11.3169698417555,1.88462099692694E-79
RPL18,0.110885918459618,12.7364113197443,1.15458130581001E-20
FTL,0.0149240700474841,12.7712116430662,0.528788499000097
VSIG10L,-0.0057960733041217,10.2124804502939,0.577774279802744
PRKCG,-0.317641497630832,10.2507942627802,2.7230598447653E-13
RPL28,0.247692518559398,12.9142932631797,3.84174478744015E-130
MACROD2,0.0132131807590565,10.2767081997653,0.659827033765111
DSTN,-0.0136064673739734,11.8298013440561,0.153438299555148
RALGAPA2,-0.315114165271841,11.1091330604598,1.36756960919774E-19
THBD,0.293352684728555,10.8767232110477,1.15473042133226E-17
CST3,0.0209551387764095,11.4666763731513,0.524114922595313
NINL,0.074234087092258,10.2912013943746,0.00451898672996359
ID1,0.292467046772272,11.5264788479205,3.1977083903666E-23
MYL9,0.233068928744573,10.2468249021508,6.16990349796613E-11
NFATC2,-0.309818507858641,10.7793243870195,1.39992000754892E-13
TSHZ2,-0.305210558640477,11.7540742173781,1.895877863684E-30
ATP5F1E,0.00735146164232358,13.2086312768112,0.330351869287631
RPS21,0.111022374011667,13.0847043609825,4.12502000491709E-23
SOX18,0.367330263701655,10.5411684744813,3.12080387734336E-29
CHODL,-0.00285379903429532,10.2372355471394,0.995079327529749
ADAMTS1,-0.0808254288725971,10.4111656451149,0.0916892396708787
ADAMTS5,0.520690829440605,10.2672999193005,2.25566397604052E-28
URB1,-0.112269749806803,10.2549148636185,0.0155952837648171
KCNE1,-0.240516829834646,10.2466041271392,4.60094501116554E-08
RCAN1,-0.146659583739292,10.7919858806001,0.00096990170796996
DYRK1A,-0.336597296739319,10.6057740192672,7.08983656161118E-12
MX2,-0.101487802533412,10.2331347278579,0.006756862761171
TFF3,0.311241272895438,13.5608139085185,5.97355150942582E-82
CLDN5,0.022784244756704,12.0157119447473,0.639420206267265
MYO18B,0.0286059058628462,10.2132735889569,0.00449338844996342
SLC5A4,-0.0287163995492959,10.2298362729951,0.51475447179324
TIMP3,-0.16001886241875,11.9178388198438,1.29404200826081E-16
HMOX1,0.0246409336680424,10.3151562945491,0.165735265089271
LGALS1,0.280909972878374,11.6626420884687,4.45803882659233E-31
PDGFB,0.369171729248323,10.3463546945229,1.51738497449772E-19
FBLN1,0.0190736509085108,10.2157465079201,0.232281591473272
TMSB4X,0.0800536355604223,13.0791560079966,4.85406677310788E-07
SAT1,-0.240671900373145,10.9492641843505,8.29210161106035E-13
TIMP1,0.584414224469275,11.4777170500197,2.50147609757628E-152
SYP,-0.187785404819763,10.2311409967774,2.83326965396266E-06
ZC3H12B,-0.0192550058710607,10.2175460017403,0.339092445371193
RPS4X,0.0938809379284354,13.2194045120252,6.35944069425644E-17
KLHL4,-0.31007171488581,10.7676112752937,2.82676408406726E-21
RPL39,0.0582064852461334,13.8045008418731,5.06650195991422E-09
FGF13,-0.13577918093123,10.381803206229,0.291473448369628
RPL10,0.0569937849744089,14.1367368287298,1.61729573901374E-08
